destination,year,month,foreign_visitors,local_visitors,total_visitors,national_arrivals_month,season_month_index,data_basis
Jaffna,2025,6,914,15260,16174,138241,0.0641,official
Jaffna,2025,7,1319,22209,23528,200244,0.094,official
Jaffna,2025,8,1285,20719,22004,198235,0.0886,official
Jaffna,2025,9,1026,15742,16768,158971,0.0709,official
Jaffna,2025,10,1094,18079,19173,165193,0.0766,official
Jaffna,2025,11,1320,20634,21954,212906,0.0905,official
Jaffna,2025,12,1761,26767,28528,287423,0.1168,official
Yala,2015,1,18210,25091,43301,156246,0.0911,official
Yala,2015,2,17195,25856,43051,165541,0.0903,official
Yala,2015,3,16740,24976,41716,157051,0.0894,official
Yala,2015,4,13934,18558,32492,122217,0.0697,official
Yala,2015,5,11758,15683,27441,113529,0.0581,official
Yala,2015,6,12564,17575,30139,115467,0.0641,official
Yala,2015,7,18193,26195,44388,175804,0.094,official
Yala,2015,8,17613,22822,40435,166610,0.0886,official
Yala,2015,9,14305,18312,32617,143374,0.0709,official
Yala,2015,10,15337,21531,36868,132280,0.0766,official
Yala,2015,11,16992,24291,41283,144147,0.0905,official
Yala,2015,12,21924,31542,53466,206114,0.1168,official
Yala,2016,1,19993,28912,48905,194280,0.0911,official
Yala,2016,2,20782,29167,49949,197697,0.0903,official
Yala,2016,3,19465,27544,47009,192841,0.0894,official
Yala,2016,4,14648,21076,35724,136367,0.0697,official
Yala,2016,5,13243,18893,32136,125044,0.0581,official
Yala,2016,6,13679,19534,33213,118038,0.0641,official
Yala,2016,7,20814,29408,50222,209351,0.094,official
Yala,2016,8,19142,27816,46958,186288,0.0886,official
Yala,2016,9,15476,21970,37446,148499,0.0709,official
Yala,2016,10,17242,23755,40997,150419,0.0766,official
Yala,2016,11,19771,27955,47726,167217,0.0905,official
Yala,2016,12,25791,35802,61593,224791,0.1168,official
Yala,2017,1,42289,50489,92778,219360,0.0911,official
Yala,2017,2,42945,47319,90264,197517,0.0903,official
Yala,2017,3,42691,46797,89488,188076,0.0894,official
Yala,2017,4,33730,37241,70971,160249,0.0697,official
Yala,2017,5,27097,31143,58240,121891,0.0581,official
Yala,2017,6,28589,32770,61359,123351,0.0641,official
Yala,2017,7,42420,49947,92367,205482,0.094,official
Yala,2017,8,43591,49977,93568,190928,0.0886,official
Yala,2017,9,33793,38046,71839,145077,0.0709,official
Yala,2017,10,33895,39844,73739,152429,0.0766,official
Yala,2017,11,41312,46940,88252,167511,0.0905,official
Yala,2017,12,54342,60867,115209,244536,0.1168,official
Yala,2018,1,46699,59227,105926,238924,0.0911,official
Yala,2018,2,47615,57815,105430,235618,0.0903,official
Yala,2018,3,51743,55268,107011,233382,0.0894,official
Yala,2018,4,35074,43905,78979,180429,0.0697,official
Yala,2018,5,32713,39119,71832,129466,0.0581,official
Yala,2018,6,33661,41386,75047,146828,0.0641,official
Yala,2018,7,50535,59607,110142,217829,0.094,official
Yala,2018,8,52099,53780,105879,200359,0.0886,official
Yala,2018,9,38920,45700,84620,149087,0.0709,official
Yala,2018,10,43098,48842,91940,153123,0.0766,official
Yala,2018,11,49745,56833,106578,195582,0.0905,official
Yala,2018,12,64137,73469,137606,253169,0.1168,official
Yala,2019,1,19181,26069,45250,244239,0.0911,official
Yala,2019,2,18870,26100,44970,252033,0.0903,official
Yala,2019,3,19099,25825,44924,244328,0.0894,official
Yala,2019,4,13630,20917,34547,166975,0.0697,official
Yala,2019,5,11684,16485,28169,37802,0.0581,official
Yala,2019,6,13018,19323,32341,63072,0.0641,official
Yala,2019,7,18192,29774,47966,115701,0.094,official
Yala,2019,8,18887,25802,44689,143587,0.0886,official
Yala,2019,9,14625,20685,35310,108575,0.0709,official
Yala,2019,10,16078,22591,38669,118743,0.0766,official
Yala,2019,11,19005,26242,45247,176984,0.0905,official
Yala,2019,12,23988,33629,57617,241663,0.1168,official
Yala,2020,1,11183,23376,34559,228434,0.0911,official
Yala,2020,2,11346,20426,31772,207507,0.0903,official
Yala,2020,3,11254,22310,33564,71370,0.0894,official
Yala,2020,4,8595,17082,25677,0,0.0697,official
Yala,2020,5,7417,14829,22246,0,0.0581,official
Yala,2020,6,7735,16109,23844,0,0.0641,official
Yala,2020,7,11274,22371,33645,0,0.094,official
Yala,2020,8,10731,22548,33279,0,0.0886,official
Yala,2020,9,9002,17859,26861,0,0.0709,official
Yala,2020,10,9663,19300,28963,0,0.0766,official
Yala,2020,11,10953,22735,33688,0,0.0905,official
Yala,2020,12,14762,29626,44388,0,0.1168,official
Yala,2021,1,1981,2736,4717,1682,0.0911,official
Yala,2021,2,1916,2740,4656,3366,0.0903,official
Yala,2021,3,1876,2559,4435,4581,0.0894,official
Yala,2021,4,1455,2002,3457,4168,0.0697,official
Yala,2021,5,1195,1701,2896,1497,0.0581,official
Yala,2021,6,1315,1868,3183,1614,0.0641,official
Yala,2021,7,1863,2783,4646,2429,0.094,official
Yala,2021,8,1860,2540,4400,5040,0.0886,official
Yala,2021,9,1518,2143,3661,13547,0.0709,official
Yala,2021,10,1531,2200,3731,22771,0.0766,official
Yala,2021,11,1856,2584,4440,44294,0.0905,official
Yala,2021,12,2513,3413,5926,89506,0.1168,official
Yala,2022,1,7028,9321,16349,82327,0.0911,official
Yala,2022,2,7154,9462,16616,96507,0.0903,official
Yala,2022,3,6963,9812,16775,106500,0.0894,official
Yala,2022,4,5637,7284,12921,62980,0.0697,official
Yala,2022,5,4109,6360,10469,30207,0.0581,official
Yala,2022,6,5256,7241,12497,32856,0.0641,official
Yala,2022,7,7359,10087,17446,47293,0.094,official
Yala,2022,8,7054,9361,16415,37760,0.0886,official
Yala,2022,9,5590,7833,13423,29802,0.0709,official
Yala,2022,10,6145,9028,15173,42026,0.0766,official
Yala,2022,11,7115,9696,16811,59759,0.0905,official
Yala,2022,12,9071,12035,21106,91961,0.1168,official
Yala,2023,1,28172,33950,62122,102545,0.0911,official
Yala,2023,2,28063,34217,62280,107639,0.0903,official
Yala,2023,3,27533,34859,62392,125495,0.0894,official
Yala,2023,4,21996,26271,48267,105498,0.0697,official
Yala,2023,5,18171,22026,40197,83309,0.0581,official
Yala,2023,6,20755,23568,44323,100388,0.0641,official
Yala,2023,7,29114,35159,64273,143039,0.094,official
Yala,2023,8,26843,32597,59440,136405,0.0886,official
Yala,2023,9,22064,27443,49507,111938,0.0709,official
Yala,2023,10,24378,29065,53443,109199,0.0766,official
Yala,2023,11,29293,33984,63277,151496,0.0905,official
Yala,2023,12,37302,43912,81214,210352,0.1168,official
Yala,2024,1,20366,27793,48159,208253,0.0911,official
Yala,2024,2,18557,27918,46475,218350,0.0903,official
Yala,2024,3,20670,28525,49195,209181,0.0894,official
Yala,2024,4,15894,22428,38322,148867,0.0697,official
Yala,2024,5,12922,18149,31071,112128,0.0581,official
Yala,2024,6,13960,19724,33684,113470,0.0641,official
Yala,2024,7,21243,30255,51498,187810,0.094,official
Yala,2024,8,19562,27131,46693,164609,0.0886,official
Yala,2024,9,15720,22404,38124,122140,0.0709,official
Yala,2024,10,16250,22143,38393,135907,0.0766,official
Yala,2024,11,19728,27055,46783,184158,0.0905,official
Yala,2024,12,25498,36089,61587,248592,0.1168,official
Yala,2025,1,58227,52913,111140,252761,0.0911,official
Yala,2025,2,59069,50697,109766,240217,0.0903,official
Yala,2025,3,58998,48048,107046,229298,0.0894,official
Yala,2025,4,46535,38675,85210,174608,0.0697,official
Yala,2025,5,38409,31301,69710,132919,0.0581,official
Yala,2025,6,39618,36569,76187,138241,0.0641,official
Yala,2025,7,61623,50924,112547,200244,0.094,official
Yala,2025,8,55894,50961,106855,198235,0.0886,official
Yala,2025,9,44286,41391,85677,158971,0.0709,official
Yala,2025,10,48285,43443,91728,165193,0.0766,official
Yala,2025,11,58026,51248,109274,212906,0.0905,official
Yala,2025,12,74411,64659,139070,287423,0.1168,official
Horton Plains,2015,1,6496,8810,15306,156246,0.0911,official
Horton Plains,2015,2,6572,8862,15434,165541,0.0903,official
Horton Plains,2015,3,6322,8646,14968,157051,0.0894,official
Horton Plains,2015,4,4579,6904,11483,122217,0.0697,official
Horton Plains,2015,5,4438,5930,10368,113529,0.0581,official
Horton Plains,2015,6,4564,6344,10908,115467,0.0641,official
Horton Plains,2015,7,6702,9530,16232,175804,0.094,official
Horton Plains,2015,8,6084,9126,15210,166610,0.0886,official
Horton Plains,2015,9,5156,7219,12375,143374,0.0709,official
Horton Plains,2015,10,5526,7641,13167,132280,0.0766,official
Horton Plains,2015,11,6571,9178,15749,144147,0.0905,official
Horton Plains,2015,12,8226,11440,19666,206114,0.1168,official
Horton Plains,2016,1,7421,10840,18261,194280,0.0911,official
Horton Plains,2016,2,7059,9812,16871,197697,0.0903,official
Horton Plains,2016,3,7295,10178,17473,192841,0.0894,official
Horton Plains,2016,4,5686,7977,13663,136367,0.0697,official
Horton Plains,2016,5,4687,6902,11589,125044,0.0581,official
Horton Plains,2016,6,4958,7110,12068,118038,0.0641,official
Horton Plains,2016,7,7614,10165,17779,209351,0.094,official
Horton Plains,2016,8,7155,10573,17728,186288,0.0886,official
Horton Plains,2016,9,5760,8114,13874,148499,0.0709,official
Horton Plains,2016,10,5985,8547,14532,150419,0.0766,official
Horton Plains,2016,11,7263,10185,17448,167217,0.0905,official
Horton Plains,2016,12,9846,13496,23342,224791,0.1168,official
Horton Plains,2017,1,10720,28780,39500,219360,0.0911,official
Horton Plains,2017,2,11154,29279,40433,197517,0.0903,official
Horton Plains,2017,3,11397,27177,38574,188076,0.0894,official
Horton Plains,2017,4,8272,21017,29289,160249,0.0697,official
Horton Plains,2017,5,7024,18477,25501,121891,0.0581,official
Horton Plains,2017,6,8038,20066,28104,123351,0.0641,official
Horton Plains,2017,7,11338,29626,40964,205482,0.094,official
Horton Plains,2017,8,10512,29517,40029,190928,0.0886,official
Horton Plains,2017,9,8212,22350,30562,145077,0.0709,official
Horton Plains,2017,10,9889,24023,33912,152429,0.0766,official
Horton Plains,2017,11,10947,28059,39006,167511,0.0905,official
Horton Plains,2017,12,14135,38119,52254,244536,0.1168,official
Horton Plains,2018,1,10006,27982,37988,238924,0.0911,official
Horton Plains,2018,2,10166,26297,36463,235618,0.0903,official
Horton Plains,2018,3,10379,26711,37090,233382,0.0894,official
Horton Plains,2018,4,7800,20735,28535,180429,0.0697,official
Horton Plains,2018,5,7251,16365,23616,129466,0.0581,official
Horton Plains,2018,6,7587,18458,26045,146828,0.0641,official
Horton Plains,2018,7,11204,27631,38835,217829,0.094,official
Horton Plains,2018,8,10219,26389,36608,200359,0.0886,official
Horton Plains,2018,9,8789,20693,29482,149087,0.0709,official
Horton Plains,2018,10,9204,21617,30821,153123,0.0766,official
Horton Plains,2018,11,10334,26935,37269,195582,0.0905,official
Horton Plains,2018,12,14345,34648,48993,253169,0.1168,official
Horton Plains,2019,1,6839,9665,16504,244239,0.0911,official
Horton Plains,2019,2,6585,9752,16337,252033,0.0903,official
Horton Plains,2019,3,6953,9355,16308,244328,0.0894,official
Horton Plains,2019,4,5204,7448,12652,166975,0.0697,official
Horton Plains,2019,5,4346,6153,10499,37802,0.0581,official
Horton Plains,2019,6,5166,6754,11920,63072,0.0641,official
Horton Plains,2019,7,7050,9784,16834,115701,0.094,official
Horton Plains,2019,8,6862,9346,16208,143587,0.0886,official
Horton Plains,2019,9,5266,7818,13084,108575,0.0709,official
Horton Plains,2019,10,6051,7979,14030,118743,0.0766,official
Horton Plains,2019,11,6470,9886,16356,176984,0.0905,official
Horton Plains,2019,12,8666,12680,21346,241663,0.1168,official
Horton Plains,2020,1,1747,9415,11162,228434,0.0911,official
Horton Plains,2020,2,1773,9285,11058,207507,0.0903,official
Horton Plains,2020,3,1822,8739,10561,71370,0.0894,official
Horton Plains,2020,4,1402,7154,8556,0,0.0697,official
Horton Plains,2020,5,1188,5951,7139,0,0.0581,official
Horton Plains,2020,6,1384,6152,7536,0,0.0641,official
Horton Plains,2020,7,2009,9495,11504,0,0.094,official
Horton Plains,2020,8,1756,8559,10315,0,0.0886,official
Horton Plains,2020,9,1436,7331,8767,0,0.0709,official
Horton Plains,2020,10,1555,8058,9613,0,0.0766,official
Horton Plains,2020,11,1763,9100,10863,0,0.0905,official
Horton Plains,2020,12,2290,11878,14168,0,0.1168,official
Horton Plains,2021,1,720,969,1689,1682,0.0911,official
Horton Plains,2021,2,640,979,1619,3366,0.0903,official
Horton Plains,2021,3,697,975,1672,4581,0.0894,official
Horton Plains,2021,4,556,726,1282,4168,0.0697,official
Horton Plains,2021,5,456,648,1104,1497,0.0581,official
Horton Plains,2021,6,467,698,1165,1614,0.0641,official
Horton Plains,2021,7,713,1011,1724,2429,0.094,official
Horton Plains,2021,8,689,941,1630,5040,0.0886,official
Horton Plains,2021,9,534,764,1298,13547,0.0709,official
Horton Plains,2021,10,570,798,1368,22771,0.0766,official
Horton Plains,2021,11,710,941,1651,44294,0.0905,official
Horton Plains,2021,12,917,1276,2193,89506,0.1168,official
Horton Plains,2022,1,2463,3562,6025,82327,0.0911,official
Horton Plains,2022,2,2666,3497,6163,96507,0.0903,official
Horton Plains,2022,3,2513,3617,6130,106500,0.0894,official
Horton Plains,2022,4,2032,2759,4791,62980,0.0697,official
Horton Plains,2022,5,1627,2418,4045,30207,0.0581,official
Horton Plains,2022,6,1924,2635,4559,32856,0.0641,official
Horton Plains,2022,7,2688,3662,6350,47293,0.094,official
Horton Plains,2022,8,2462,3591,6053,37760,0.0886,official
Horton Plains,2022,9,2046,2948,4994,29802,0.0709,official
Horton Plains,2022,10,2226,2919,5145,42026,0.0766,official
Horton Plains,2022,11,2660,3502,6162,59759,0.0905,official
Horton Plains,2022,12,3290,4695,7985,91961,0.1168,official
Horton Plains,2023,1,2988,21391,24379,102545,0.0911,official
Horton Plains,2023,2,2845,19282,22127,107639,0.0903,official
Horton Plains,2023,3,2811,19708,22519,125495,0.0894,official
Horton Plains,2023,4,2135,15763,17898,105498,0.0697,official
Horton Plains,2023,5,1811,12666,14477,83309,0.0581,official
Horton Plains,2023,6,2024,13948,15972,100388,0.0641,official
Horton Plains,2023,7,2984,19823,22807,143039,0.094,official
Horton Plains,2023,8,2695,18395,21090,136405,0.0886,official
Horton Plains,2023,9,2222,15578,17800,111938,0.0709,official
Horton Plains,2023,10,2403,17275,19678,109199,0.0766,official
Horton Plains,2023,11,2798,19814,22612,151496,0.0905,official
Horton Plains,2023,12,3495,24782,28277,210352,0.1168,official
Horton Plains,2024,1,7563,10636,18199,208253,0.0911,official
Horton Plains,2024,2,7276,10256,17532,218350,0.0903,official
Horton Plains,2024,3,6938,10067,17005,209181,0.0894,official
Horton Plains,2024,4,5815,8066,13881,148867,0.0697,official
Horton Plains,2024,5,4796,6625,11421,112128,0.0581,official
Horton Plains,2024,6,5216,7156,12372,113470,0.0641,official
Horton Plains,2024,7,7808,10842,18650,187810,0.094,official
Horton Plains,2024,8,7309,9925,17234,164609,0.0886,official
Horton Plains,2024,9,5391,8335,13726,122140,0.0709,official
Horton Plains,2024,10,6138,8494,14632,135907,0.0766,official
Horton Plains,2024,11,7508,10176,17684,184158,0.0905,official
Horton Plains,2024,12,9796,13537,23333,248592,0.1168,official
Horton Plains,2025,1,4813,29297,34110,252761,0.0911,official
Horton Plains,2025,2,4843,30510,35353,240217,0.0903,official
Horton Plains,2025,3,4576,30103,34679,229298,0.0894,official
Horton Plains,2025,4,3413,23641,27054,174608,0.0697,official
Horton Plains,2025,5,2915,18695,21610,132919,0.0581,official
Horton Plains,2025,6,3168,22223,25391,138241,0.0641,official
Horton Plains,2025,7,4777,32987,37764,200244,0.094,official
Horton Plains,2025,8,4512,28180,32692,198235,0.0886,official
Horton Plains,2025,9,3546,24649,28195,158971,0.0709,official
Horton Plains,2025,10,3946,25260,29206,165193,0.0766,official
Horton Plains,2025,11,4705,30785,35490,212906,0.0905,official
Horton Plains,2025,12,6247,40850,47097,287423,0.1168,official
Pinnawala,2015,1,3500,4757,8257,156246,0.0911,official
Pinnawala,2015,2,3463,4948,8411,165541,0.0903,official
Pinnawala,2015,3,3371,4721,8092,157051,0.0894,official
Pinnawala,2015,4,2733,3782,6515,122217,0.0697,official
Pinnawala,2015,5,2259,3088,5347,113529,0.0581,official
Pinnawala,2015,6,2474,3391,5865,115467,0.0641,official
Pinnawala,2015,7,3750,5273,9023,175804,0.094,official
Pinnawala,2015,8,3250,4682,7932,166610,0.0886,official
Pinnawala,2015,9,2629,3779,6408,143374,0.0709,official
Pinnawala,2015,10,2967,3984,6951,132280,0.0766,official
Pinnawala,2015,11,3416,4770,8186,144147,0.0905,official
Pinnawala,2015,12,4563,6362,10925,206114,0.1168,official
Pinnawala,2016,1,3948,5680,9628,194280,0.0911,official
Pinnawala,2016,2,3933,5553,9486,197697,0.0903,official
Pinnawala,2016,3,4158,5766,9924,192841,0.0894,official
Pinnawala,2016,4,2965,4427,7392,136367,0.0697,official
Pinnawala,2016,5,2636,3479,6115,125044,0.0581,official
Pinnawala,2016,6,2910,4160,7070,118038,0.0641,official
Pinnawala,2016,7,4025,5671,9696,209351,0.094,official
Pinnawala,2016,8,4043,5538,9581,186288,0.0886,official
Pinnawala,2016,9,3191,4440,7631,148499,0.0709,official
Pinnawala,2016,10,3432,4561,7993,150419,0.0766,official
Pinnawala,2016,11,4132,5806,9938,167217,0.0905,official
Pinnawala,2016,12,5136,7231,12367,224791,0.1168,official
Pinnawala,2017,1,3973,5920,9893,219360,0.0911,official
Pinnawala,2017,2,4198,5767,9965,197517,0.0903,official
Pinnawala,2017,3,4224,5663,9887,188076,0.0894,official
Pinnawala,2017,4,3238,4321,7559,160249,0.0697,official
Pinnawala,2017,5,2654,3699,6353,121891,0.0581,official
Pinnawala,2017,6,2951,4059,7010,123351,0.0641,official
Pinnawala,2017,7,4282,6168,10450,205482,0.094,official
Pinnawala,2017,8,3996,5395,9391,190928,0.0886,official
Pinnawala,2017,9,3410,4724,8134,145077,0.0709,official
Pinnawala,2017,10,3365,5003,8368,152429,0.0766,official
Pinnawala,2017,11,4072,5834,9906,167511,0.0905,official
Pinnawala,2017,12,5384,7419,12803,244536,0.1168,official
Pinnawala,2018,1,4484,6296,10780,238924,0.0911,official
Pinnawala,2018,2,4426,6212,10638,235618,0.0903,official
Pinnawala,2018,3,4497,6173,10670,233382,0.0894,official
Pinnawala,2018,4,3582,5134,8716,180429,0.0697,derived
Pinnawala,2018,5,2878,4130,7008,129466,0.0581,derived
Pinnawala,2018,6,3281,4590,7871,146828,0.0641,derived
Pinnawala,2018,7,4751,6785,11536,217829,0.094,derived
Pinnawala,2018,8,4529,6019,10548,200359,0.0886,derived
Pinnawala,2018,9,3666,5135,8801,149087,0.0709,derived
Pinnawala,2018,10,3772,5411,9183,153123,0.0766,derived
Pinnawala,2018,11,4653,6343,10996,195582,0.0905,derived
Pinnawala,2018,12,6074,8823,14897,253169,0.1168,derived
Pinnawala,2019,1,3677,5053,8730,244239,0.0911,derived
Pinnawala,2019,2,3765,5337,9102,252033,0.0903,derived
Pinnawala,2019,3,3669,5398,9067,244328,0.0894,derived
Pinnawala,2019,4,2763,4114,6877,166975,0.0697,derived
Pinnawala,2019,5,2358,3536,5894,37802,0.0581,derived
Pinnawala,2019,6,2809,3626,6435,63072,0.0641,derived
Pinnawala,2019,7,3823,5582,9405,115701,0.094,derived
Pinnawala,2019,8,3618,5118,8736,143587,0.0886,derived
Pinnawala,2019,9,2932,3865,6797,108575,0.0709,derived
Pinnawala,2019,10,3164,4340,7504,118743,0.0766,derived
Pinnawala,2019,11,3683,5460,9143,176984,0.0905,derived
Pinnawala,2019,12,4644,6921,11565,241663,0.1168,derived
Pinnawala,2020,1,989,1385,2374,228434,0.0911,derived
Pinnawala,2020,2,1012,1398,2410,207507,0.0903,derived
Pinnawala,2020,3,996,1411,2407,71370,0.0894,derived
Pinnawala,2020,4,755,1048,1803,0,0.0697,derived
Pinnawala,2020,5,616,869,1485,0,0.0581,derived
Pinnawala,2020,6,764,1020,1784,0,0.0641,derived
Pinnawala,2020,7,988,1385,2373,0,0.094,derived
Pinnawala,2020,8,984,1381,2365,0,0.0886,derived
Pinnawala,2020,9,789,1078,1867,0,0.0709,derived
Pinnawala,2020,10,836,1186,2022,0,0.0766,derived
Pinnawala,2020,11,993,1295,2288,0,0.0905,derived
Pinnawala,2020,12,1270,1745,3015,0,0.1168,derived
Pinnawala,2021,1,384,583,967,1682,0.0911,derived
Pinnawala,2021,2,383,525,908,3366,0.0903,derived
Pinnawala,2021,3,385,533,918,4581,0.0894,derived
Pinnawala,2021,4,296,417,713,4168,0.0697,derived
Pinnawala,2021,5,259,330,589,1497,0.0581,derived
Pinnawala,2021,6,273,366,639,1614,0.0641,derived
Pinnawala,2021,7,401,537,938,2429,0.094,derived
Pinnawala,2021,8,367,516,883,5040,0.0886,derived
Pinnawala,2021,9,306,428,734,13547,0.0709,derived
Pinnawala,2021,10,309,451,760,22771,0.0766,derived
Pinnawala,2021,11,371,511,882,44294,0.0905,derived
Pinnawala,2021,12,487,680,1167,89506,0.1168,derived
Pinnawala,2022,1,1519,2009,3528,82327,0.0911,derived
Pinnawala,2022,2,1345,1932,3277,96507,0.0903,derived
Pinnawala,2022,3,1432,2068,3500,106500,0.0894,derived
Pinnawala,2022,4,1031,1430,2461,62980,0.0697,derived
Pinnawala,2022,5,954,1279,2233,30207,0.0581,derived
Pinnawala,2022,6,971,1418,2389,32856,0.0641,derived
Pinnawala,2022,7,1346,2047,3393,47293,0.094,derived
Pinnawala,2022,8,1391,1981,3372,37760,0.0886,derived
Pinnawala,2022,9,1068,1547,2615,29802,0.0709,derived
Pinnawala,2022,10,1158,1680,2838,42026,0.0766,derived
Pinnawala,2022,11,1368,1945,3313,59759,0.0905,derived
Pinnawala,2022,12,1761,2591,4352,91961,0.1168,derived
Pinnawala,2023,1,3002,4068,7070,102545,0.0911,derived
Pinnawala,2023,2,2903,3884,6787,107639,0.0903,derived
Pinnawala,2023,3,2845,4014,6859,125495,0.0894,derived
Pinnawala,2023,4,2413,3028,5441,105498,0.0697,derived
Pinnawala,2023,5,1948,2691,4639,83309,0.0581,derived
Pinnawala,2023,6,2077,3036,5113,100388,0.0641,derived
Pinnawala,2023,7,3055,4279,7334,143039,0.094,derived
Pinnawala,2023,8,2841,4130,6971,136405,0.0886,derived
Pinnawala,2023,9,2352,3128,5480,111938,0.0709,derived
Pinnawala,2023,10,2363,3423,5786,109199,0.0766,derived
Pinnawala,2023,11,2835,4060,6895,151496,0.0905,derived
Pinnawala,2023,12,3890,5179,9069,210352,0.1168,derived
Pinnawala,2024,1,4035,5667,9702,208253,0.0911,derived
Pinnawala,2024,2,4106,5228,9334,218350,0.0903,derived
Pinnawala,2024,3,3892,5585,9477,209181,0.0894,derived
Pinnawala,2024,4,3200,4261,7461,148867,0.0697,derived
Pinnawala,2024,5,2432,3675,6107,112128,0.0581,derived
Pinnawala,2024,6,2790,3840,6630,113470,0.0641,derived
Pinnawala,2024,7,4093,5807,9900,187810,0.094,derived
Pinnawala,2024,8,3857,5136,8993,164609,0.0886,derived
Pinnawala,2024,9,3228,4569,7797,122140,0.0709,derived
Pinnawala,2024,10,3463,4593,8056,135907,0.0766,derived
Pinnawala,2024,11,3987,5615,9602,184158,0.0905,derived
Pinnawala,2024,12,5271,7395,12666,248592,0.1168,derived
Pinnawala,2025,1,4601,6603,11204,252761,0.0911,derived
Pinnawala,2025,2,4726,6812,11538,240217,0.0903,derived
Pinnawala,2025,3,4714,6616,11330,229298,0.0894,derived
Pinnawala,2025,4,3606,5249,8855,174608,0.0697,derived
Pinnawala,2025,5,3038,4093,7131,132919,0.0581,derived
Pinnawala,2025,6,3451,4734,8185,138241,0.0641,derived
Pinnawala,2025,7,4792,6702,11494,200244,0.094,derived
Pinnawala,2025,8,4615,6493,11108,198235,0.0886,derived
Pinnawala,2025,9,3682,5172,8854,158971,0.0709,derived
Pinnawala,2025,10,4157,5716,9873,165193,0.0766,derived
Pinnawala,2025,11,4698,6724,11422,212906,0.0905,derived
Pinnawala,2025,12,5843,8542,14385,287423,0.1168,derived
Adams Peak,2015,1,2948,3889,6837,156246,0.18,derived
Adams Peak,2015,2,2876,4051,6927,165541,0.19,derived
Adams Peak,2015,3,2104,2973,5077,157051,0.14,derived
Adams Peak,2015,4,1536,2083,3619,122217,0.1,derived
Adams Peak,2015,5,1243,1787,3030,113529,0.08,derived
Adams Peak,2015,6,151,227,378,115467,0.01,derived
Adams Peak,2015,7,157,224,381,175804,0.01,derived
Adams Peak,2015,8,152,223,375,166610,0.01,derived
Adams Peak,2015,9,150,223,373,143374,0.01,derived
Adams Peak,2015,10,312,442,754,132280,0.02,derived
Adams Peak,2015,11,749,1058,1807,144147,0.05,derived
Adams Peak,2015,12,3163,4226,7389,206114,0.2,derived
Adams Peak,2016,1,3233,4281,7514,194280,0.18,derived
Adams Peak,2016,2,3452,4538,7990,197697,0.19,derived
Adams Peak,2016,3,2521,3538,6059,192841,0.14,derived
Adams Peak,2016,4,1734,2523,4257,136367,0.1,derived
Adams Peak,2016,5,1428,1952,3380,125044,0.08,derived
Adams Peak,2016,6,171,233,404,118038,0.01,derived
Adams Peak,2016,7,179,236,415,209351,0.01,derived
Adams Peak,2016,8,177,246,423,186288,0.01,derived
Adams Peak,2016,9,180,245,425,148499,0.01,derived
Adams Peak,2016,10,350,507,857,150419,0.02,derived
Adams Peak,2016,11,894,1252,2146,167217,0.05,derived
Adams Peak,2016,12,3593,4732,8325,224791,0.2,derived
Adams Peak,2017,1,3366,4692,8058,219360,0.18,derived
Adams Peak,2017,2,3368,4828,8196,197517,0.19,derived
Adams Peak,2017,3,2556,3569,6125,188076,0.14,derived
Adams Peak,2017,4,1846,2669,4515,160249,0.1,derived
Adams Peak,2017,5,1510,1967,3477,121891,0.08,derived
Adams Peak,2017,6,186,266,452,123351,0.01,derived
Adams Peak,2017,7,184,264,448,205482,0.01,derived
Adams Peak,2017,8,193,263,456,190928,0.01,derived
Adams Peak,2017,9,184,264,448,145077,0.01,derived
Adams Peak,2017,10,367,512,879,152429,0.02,derived
Adams Peak,2017,11,904,1339,2243,167511,0.05,derived
Adams Peak,2017,12,3567,5355,8922,244536,0.2,derived
Adams Peak,2018,1,3683,4867,8550,238924,0.18,derived
Adams Peak,2018,2,3873,5025,8898,235618,0.19,derived
Adams Peak,2018,3,2875,4056,6931,233382,0.14,derived
Adams Peak,2018,4,1980,2833,4813,180429,0.1,derived
Adams Peak,2018,5,1707,2223,3930,129466,0.08,derived
Adams Peak,2018,6,195,294,489,146828,0.01,derived
Adams Peak,2018,7,213,282,495,217829,0.01,derived
Adams Peak,2018,8,207,293,500,200359,0.01,derived
Adams Peak,2018,9,197,278,475,149087,0.01,derived
Adams Peak,2018,10,418,593,1011,153123,0.02,derived
Adams Peak,2018,11,1025,1374,2399,195582,0.05,derived
Adams Peak,2018,12,4272,5555,9827,253169,0.2,derived
Adams Peak,2019,1,2946,4209,7155,244239,0.18,derived
Adams Peak,2019,2,3287,4510,7797,252033,0.19,derived
Adams Peak,2019,3,2343,3285,5628,244328,0.14,derived
Adams Peak,2019,4,1655,2353,4008,166975,0.1,derived
Adams Peak,2019,5,1222,1835,3057,37802,0.08,derived
Adams Peak,2019,6,166,223,389,63072,0.01,derived
Adams Peak,2019,7,167,230,397,115701,0.01,derived
Adams Peak,2019,8,174,242,416,143587,0.01,derived
Adams Peak,2019,9,163,230,393,108575,0.01,derived
Adams Peak,2019,10,329,456,785,118743,0.02,derived
Adams Peak,2019,11,831,1131,1962,176984,0.05,derived
Adams Peak,2019,12,3194,4715,7909,241663,0.2,derived
Adams Peak,2020,1,803,1077,1880,228434,0.18,derived
Adams Peak,2020,2,855,1143,1998,207507,0.19,derived
Adams Peak,2020,3,618,880,1498,71370,0.14,derived
Adams Peak,2020,4,437,621,1058,0,0.1,derived
