destination,year,month,avg_temp_max_c,avg_temp_min_c,avg_temp_c,total_rainfall_mm,rainy_days,avg_humidity_pct,sunshine_hours_daily,weather_suitability_score,season,is_peak_national
Galle Fort,2020,1,30.4,23.2,26.8,101.4,8,77.5,9.1,0.9014,dry_season,1
Galle Fort,2020,2,31.2,23.6,27.4,73.7,5,78.1,8.9,0.9219,dry_season,1
Galle Fort,2020,3,31.1,24.2,27.6,171.5,8,76.7,8.5,0.8265,dry_season,1
Galle Fort,2020,4,30.3,24.7,27.5,281.9,15,79.2,7.7,0.7115,dry_season,1
Galle Fort,2020,5,31.1,25.7,28.4,396.4,25,87.9,5.8,0.5697,southwest_monsoon,0
Galle Fort,2020,6,29.4,24.6,27.0,314.7,20,84.0,6.3,0.6529,southwest_monsoon,0
Galle Fort,2020,7,29.6,24.6,27.1,186.6,15,88.0,6.7,0.7752,southwest_monsoon,0
Galle Fort,2020,8,29.0,24.1,26.6,120.3,15,84.7,6.9,0.8383,southwest_monsoon,0
Galle Fort,2020,9,29.6,24.2,26.9,298.6,20,77.9,6.4,0.6693,southwest_monsoon,0
Galle Fort,2020,10,29.4,23.7,26.5,398.8,21,81.6,5.9,0.5697,northeast_monsoon,0
Galle Fort,2020,11,30.3,23.6,27.0,396.5,18,79.9,6.6,0.5865,northeast_monsoon,0
Galle Fort,2020,12,29.6,23.0,26.3,184.8,10,79.2,7.5,0.7936,dry_season,1
Galle Fort,2021,1,30.4,23.2,26.8,72.6,6,77.5,8.8,0.9207,dry_season,1
Galle Fort,2021,2,31.0,23.5,27.2,64.6,4,74.6,9.0,0.9321,dry_season,1
Galle Fort,2021,3,31.2,24.2,27.7,118.2,7,75.0,8.3,0.8697,dry_season,1
Galle Fort,2021,4,30.9,25.0,27.9,227.6,14,80.0,7.3,0.7514,dry_season,1
Galle Fort,2021,5,30.5,25.4,27.9,348.5,17,83.0,5.7,0.6102,southwest_monsoon,0
Galle Fort,2021,6,29.2,24.5,26.9,228.1,18,85.4,5.5,0.713,southwest_monsoon,0
Galle Fort,2021,7,29.2,24.4,26.8,129.7,14,83.9,6.4,0.8194,southwest_monsoon,0
Galle Fort,2021,8,28.8,24.0,26.4,120.0,11,83.6,6.3,0.826,southwest_monsoon,0
Galle Fort,2021,9,29.4,24.1,26.8,335.3,15,82.8,6.5,0.6388,southwest_monsoon,0
Galle Fort,2021,10,28.7,23.3,26.0,343.8,20,80.9,6.0,0.6207,northeast_monsoon,0
Galle Fort,2021,11,29.5,23.1,26.3,275.9,15,83.7,7.2,0.7063,northeast_monsoon,0
Galle Fort,2021,12,30.0,23.2,26.6,171.1,10,74.1,7.8,0.8121,dry_season,1
Galle Fort,2022,1,30.3,23.2,26.8,84.2,5,76.9,8.5,0.9041,dry_season,1
Galle Fort,2022,2,31.7,23.9,27.8,71.0,5,74.3,8.9,0.9243,dry_season,1
Galle Fort,2022,3,30.9,24.1,27.5,109.8,8,75.5,8.9,0.8898,dry_season,1
Galle Fort,2022,4,31.2,25.2,28.2,274.5,16,78.7,7.9,0.7223,dry_season,1
Galle Fort,2022,5,30.6,25.5,28.1,294.2,16,84.4,6.5,0.6753,southwest_monsoon,0
Galle Fort,2022,6,29.2,24.6,26.9,222.2,17,83.9,5.6,0.7204,southwest_monsoon,0
Galle Fort,2022,7,29.1,24.4,26.8,145.5,15,86.4,6.2,0.8012,southwest_monsoon,0
Galle Fort,2022,8,29.2,24.3,26.8,97.6,13,83.4,6.7,0.8543,southwest_monsoon,0
Galle Fort,2022,9,29.4,24.2,26.8,255.1,17,83.8,6.1,0.7017,southwest_monsoon,0
Galle Fort,2022,10,29.6,23.8,26.7,297.0,18,84.5,5.9,0.6602,northeast_monsoon,0
Galle Fort,2022,11,29.5,23.3,26.4,299.8,14,79.9,6.1,0.6619,northeast_monsoon,0
Galle Fort,2022,12,29.6,23.1,26.4,136.6,10,77.6,7.5,0.8365,dry_season,1
Galle Fort,2023,1,29.7,23.0,26.4,53.5,6,71.5,8.3,0.9272,dry_season,1
Galle Fort,2023,2,31.0,23.6,27.3,54.3,4,75.8,9.3,0.9475,dry_season,1
Galle Fort,2023,3,31.9,24.6,28.2,86.3,8,77.0,8.6,0.9043,dry_season,1
Galle Fort,2023,4,33.1,26.2,29.6,157.3,12,79.6,7.9,0.8265,dry_season,1
Galle Fort,2023,5,30.7,25.6,28.1,320.5,18,81.0,5.9,0.6393,southwest_monsoon,0
Galle Fort,2023,6,30.1,25.1,27.6,213.3,16,87.5,5.6,0.7283,southwest_monsoon,0
Galle Fort,2023,7,29.3,24.5,26.9,129.5,14,85.4,6.3,0.8175,southwest_monsoon,0
Galle Fort,2023,8,30.3,24.9,27.6,98.2,11,85.6,7.0,0.8601,southwest_monsoon,0
Galle Fort,2023,9,29.5,24.3,26.9,246.6,15,83.2,6.3,0.7134,southwest_monsoon,0
Galle Fort,2023,10,30.0,24.1,27.1,305.7,19,84.0,6.3,0.6609,northeast_monsoon,0
Galle Fort,2023,11,30.3,23.7,27.0,252.2,16,81.8,6.4,0.7106,northeast_monsoon,0
Galle Fort,2023,12,30.8,23.7,27.2,134.0,7,77.2,7.6,0.8409,dry_season,1
Galle Fort,2024,1,30.9,23.5,27.2,77.3,7,77.6,8.7,0.9144,dry_season,1
Galle Fort,2024,2,30.6,23.4,27.0,66.8,5,71.7,8.0,0.909,dry_season,1
Galle Fort,2024,3,32.2,24.8,28.5,144.6,10,74.1,8.5,0.8504,dry_season,1
Galle Fort,2024,4,32.1,25.7,28.9,266.2,16,76.8,7.3,0.7171,dry_season,1
Galle Fort,2024,5,30.3,25.4,27.9,357.2,17,86.4,5.9,0.6067,southwest_monsoon,0
Galle Fort,2024,6,29.6,24.8,27.2,267.0,16,85.5,5.7,0.6827,southwest_monsoon,0
Galle Fort,2024,7,28.6,24.2,26.4,140.6,18,85.8,6.1,0.8034,southwest_monsoon,0
Galle Fort,2024,8,29.5,24.5,27.0,131.8,13,83.4,6.5,0.8197,southwest_monsoon,0
Galle Fort,2024,9,29.8,24.4,27.1,297.7,18,79.7,6.6,0.6743,southwest_monsoon,0
Galle Fort,2024,10,29.4,23.8,26.6,348.6,16,86.8,6.2,0.6207,northeast_monsoon,0
Galle Fort,2024,11,30.5,23.8,27.1,326.5,16,78.1,6.7,0.6508,northeast_monsoon,0
Galle Fort,2024,12,30.1,23.4,26.8,169.9,10,77.7,7.3,0.8027,dry_season,1
Mirissa,2015,1,29.5,23.0,26.2,71.6,8,77.1,8.5,0.9153,dry_season,1
Mirissa,2015,2,30.4,23.3,26.9,67.8,5,73.1,8.5,0.9187,dry_season,1
Mirissa,2015,3,31.5,24.4,27.9,150.9,8,73.8,8.1,0.8364,dry_season,1
Mirissa,2015,4,31.6,25.4,28.5,190.6,13,79.1,6.7,0.7716,dry_season,1
Mirissa,2015,5,30.9,25.7,28.3,352.0,21,79.3,6.1,0.6155,southwest_monsoon,0
Mirissa,2015,6,29.3,24.7,27.0,255.6,17,85.1,6.1,0.7012,southwest_monsoon,0
Mirissa,2015,7,28.2,23.9,26.0,126.7,13,84.1,6.6,0.8263,southwest_monsoon,0
Mirissa,2015,8,29.5,24.4,26.9,107.7,11,82.6,7.0,0.8516,southwest_monsoon,0
Mirissa,2015,9,29.7,24.4,27.0,256.7,17,84.4,6.3,0.7045,southwest_monsoon,0
Mirissa,2015,10,28.8,23.4,26.1,392.3,18,84.4,6.2,0.5818,northeast_monsoon,0
Mirissa,2015,11,29.2,23.1,26.1,271.9,14,83.5,6.7,0.6994,northeast_monsoon,0
Mirissa,2015,12,29.6,23.1,26.4,149.0,9,76.2,7.9,0.8339,dry_season,1
Mirissa,2016,1,30.3,23.3,26.8,81.7,7,73.0,8.6,0.9084,dry_season,1
Mirissa,2016,2,30.9,23.5,27.2,82.7,5,75.4,9.0,0.916,dry_season,1
Mirissa,2016,3,30.9,24.1,27.5,167.3,11,73.5,8.6,0.8323,dry_season,1
Mirissa,2016,4,31.8,25.5,28.6,271.8,14,77.5,7.7,0.7205,dry_season,1
Mirissa,2016,5,30.8,25.6,28.2,404.3,17,82.6,5.6,0.5585,southwest_monsoon,0
Mirissa,2016,6,29.5,24.7,27.1,264.7,16,85.3,6.4,0.6994,southwest_monsoon,0
Mirissa,2016,7,28.4,24.0,26.2,160.1,16,82.3,6.5,0.7945,southwest_monsoon,0
Mirissa,2016,8,29.7,24.5,27.1,134.8,13,84.2,7.1,0.8297,southwest_monsoon,0
Mirissa,2016,9,29.1,24.0,26.6,296.4,19,81.5,7.0,0.6839,southwest_monsoon,0
Mirissa,2016,10,29.6,23.8,26.7,310.4,19,78.3,6.5,0.6609,northeast_monsoon,0
Mirissa,2016,11,29.1,23.0,26.1,306.2,14,80.8,6.7,0.6689,northeast_monsoon,0
Mirissa,2016,12,29.9,23.2,26.5,166.3,12,80.3,7.6,0.8122,dry_season,1
Mirissa,2017,1,30.2,23.3,26.8,71.8,6,75.7,8.7,0.9193,dry_season,1
Mirissa,2017,2,31.3,23.8,27.6,48.0,5,73.2,9.4,0.9552,dry_season,1
Mirissa,2017,3,31.6,24.5,28.1,125.9,10,75.1,8.0,0.8565,dry_season,1
Mirissa,2017,4,31.5,25.4,28.4,252.3,13,77.5,7.2,0.7273,dry_season,1
Mirissa,2017,5,30.8,25.7,28.2,269.7,17,83.9,6.2,0.6908,southwest_monsoon,0
Mirissa,2017,6,29.8,24.9,27.4,222.1,18,83.2,5.8,0.7247,southwest_monsoon,0
Mirissa,2017,7,29.6,24.7,27.1,127.7,13,81.9,5.6,0.8044,southwest_monsoon,0
Mirissa,2017,8,28.7,24.1,26.4,92.9,13,83.6,6.9,0.8627,southwest_monsoon,0
Mirissa,2017,9,29.4,24.2,26.8,258.2,15,80.7,6.4,0.7052,southwest_monsoon,0
Mirissa,2017,10,29.0,23.6,26.3,318.9,17,81.2,6.3,0.6492,northeast_monsoon,0
Mirissa,2017,11,29.4,23.2,26.3,309.7,16,78.0,6.4,0.6594,northeast_monsoon,0
Mirissa,2017,12,29.7,23.2,26.4,127.8,11,78.0,7.6,0.8464,dry_season,1
Mirissa,2018,1,30.9,23.7,27.3,77.5,6,74.4,8.3,0.9058,dry_season,1
Mirissa,2018,2,31.6,23.9,27.8,50.1,5,77.7,9.3,0.9513,dry_season,1
Mirissa,2018,3,31.5,24.5,28.0,129.2,8,71.9,9.2,0.8788,dry_season,1
Mirissa,2018,4,30.6,25.0,27.8,231.3,12,78.9,6.9,0.7397,dry_season,1
Mirissa,2018,5,30.7,25.6,28.1,358.2,19,81.1,6.3,0.6142,southwest_monsoon,0
Mirissa,2018,6,29.4,24.7,27.0,207.3,18,85.9,6.2,0.7463,southwest_monsoon,0
Mirissa,2018,7,29.9,24.8,27.4,108.0,15,85.5,7.0,0.8514,southwest_monsoon,0
Mirissa,2018,8,30.2,24.8,27.5,82.3,10,84.4,6.7,0.8679,southwest_monsoon,0
Mirissa,2018,9,29.3,24.2,26.8,251.3,16,83.6,6.9,0.7219,southwest_monsoon,0
Mirissa,2018,10,29.4,23.8,26.6,282.9,17,81.9,6.7,0.6896,northeast_monsoon,0
Mirissa,2018,11,29.7,23.4,26.5,205.6,17,77.4,6.5,0.7541,northeast_monsoon,0
Mirissa,2018,12,30.2,23.4,26.8,163.6,9,78.9,7.4,0.8104,dry_season,1
Mirissa,2019,1,30.4,23.4,26.9,110.3,8,75.7,8.1,0.8725,dry_season,1
Mirissa,2019,2,31.3,23.8,27.6,69.4,5,70.3,8.8,0.9236,dry_season,1
Mirissa,2019,3,31.8,24.6,28.2,138.7,10,75.7,8.7,0.8599,dry_season,1
Mirissa,2019,4,31.4,25.3,28.4,214.4,15,80.9,7.3,0.7631,dry_season,1
Mirissa,2019,5,30.4,25.5,27.9,385.5,21,84.3,5.9,0.5815,southwest_monsoon,0
Mirissa,2019,6,30.4,25.2,27.8,229.9,19,86.3,5.9,0.7199,southwest_monsoon,0
Mirissa,2019,7,29.2,24.5,26.9,126.7,16,82.2,6.8,0.8305,southwest_monsoon,0
Mirissa,2019,8,29.9,24.7,27.3,131.8,13,84.1,6.9,0.8281,southwest_monsoon,0
Mirissa,2019,9,29.3,24.1,26.7,260.1,18,79.9,5.9,0.693,southwest_monsoon,0
Mirissa,2019,10,30.3,24.2,27.2,340.2,17,81.4,6.2,0.6281,northeast_monsoon,0
Mirissa,2019,11,30.4,23.7,27.0,214.4,16,77.6,7.2,0.761,northeast_monsoon,0
Mirissa,2019,12,29.6,23.1,26.4,197.2,9,79.3,7.5,0.7826,dry_season,1
Mirissa,2020,1,30.4,23.4,26.9,77.6,7,78.2,8.7,0.9142,dry_season,1
Mirissa,2020,2,31.3,23.8,27.6,74.6,6,74.0,9.1,0.9253,dry_season,1
Mirissa,2020,3,31.0,24.2,27.6,150.3,9,74.3,9.1,0.858,dry_season,1
Mirissa,2020,4,31.4,25.3,28.4,253.6,16,82.6,7.2,0.7262,dry_season,1
Mirissa,2020,5,30.5,25.5,28.0,364.0,21,85.2,5.7,0.5964,southwest_monsoon,0
Mirissa,2020,6,29.7,24.8,27.2,273.6,18,86.7,5.8,0.6789,southwest_monsoon,0
Mirissa,2020,7,29.6,24.6,27.1,122.7,17,86.8,7.0,0.8383,southwest_monsoon,0
Mirissa,2020,8,28.8,24.1,26.5,102.9,14,86.6,6.9,0.8538,southwest_monsoon,0
Mirissa,2020,9,29.8,24.4,27.1,268.0,20,81.1,6.2,0.6923,southwest_monsoon,0
Mirissa,2020,10,30.3,24.2,27.2,364.3,20,81.7,6.8,0.6193,northeast_monsoon,0
Mirissa,2020,11,29.5,23.2,26.4,312.1,17,78.8,6.9,0.6678,northeast_monsoon,0
Mirissa,2020,12,29.8,23.2,26.5,176.4,12,75.0,7.2,0.7948,dry_season,1
Mirissa,2021,1,29.7,23.0,26.4,62.4,6,74.6,8.1,0.9151,dry_season,1
Mirissa,2021,2,31.6,23.9,27.8,58.9,5,74.3,9.1,0.9392,dry_season,1
Mirissa,2021,3,31.4,24.4,27.9,109.4,10,71.6,8.9,0.8901,dry_season,1
Mirissa,2021,4,30.7,25.0,27.9,221.0,14,76.5,7.2,0.7551,dry_season,1
Mirissa,2021,5,31.2,25.8,28.5,417.9,20,85.2,6.3,0.5612,southwest_monsoon,0
Mirissa,2021,6,29.2,24.6,26.9,221.1,20,85.3,6.0,0.7298,southwest_monsoon,0
Mirissa,2021,7,28.5,24.1,26.3,121.9,14,87.9,6.5,0.8285,southwest_monsoon,0
Mirissa,2021,8,28.6,24.0,26.3,116.9,15,82.2,7.3,0.8498,southwest_monsoon,0
Mirissa,2021,9,29.6,24.3,27.0,264.1,16,83.9,6.6,0.7042,southwest_monsoon,0
Mirissa,2021,10,28.5,23.3,25.9,365.5,17,86.1,6.3,0.6077,northeast_monsoon,0
Mirissa,2021,11,29.3,23.1,26.2,277.4,14,78.9,7.4,0.7092,northeast_monsoon,0
Mirissa,2021,12,29.7,23.1,26.4,172.4,8,75.9,7.9,0.8131,dry_season,1
Mirissa,2022,1,30.3,23.4,26.9,73.8,7,72.4,8.7,0.9176,dry_season,1
Mirissa,2022,2,31.5,23.9,27.7,61.6,5,76.2,9.4,0.9431,dry_season,1
Mirissa,2022,3,31.9,24.7,28.3,141.2,8,79.5,8.7,0.8576,dry_season,1
Mirissa,2022,4,31.8,25.6,28.7,232.5,11,78.6,7.1,0.7428,dry_season,1
Mirissa,2022,5,30.7,25.6,28.1,322.3,20,84.4,6.2,0.644,southwest_monsoon,0
Mirissa,2022,6,29.2,24.7,26.9,230.1,16,84.2,5.8,0.7176,southwest_monsoon,0
Mirissa,2022,7,29.2,24.5,26.9,109.0,12,78.1,6.5,0.84,southwest_monsoon,0
Mirissa,2022,8,30.3,24.9,27.6,118.6,11,80.7,6.8,0.8377,southwest_monsoon,0
Mirissa,2022,9,30.4,24.7,27.5,288.7,17,83.4,6.5,0.6802,southwest_monsoon,0
Mirissa,2022,10,29.3,23.7,26.5,305.6,15,81.6,6.3,0.661,northeast_monsoon,0
Mirissa,2022,11,29.9,23.5,26.7,274.6,13,78.6,6.8,0.6991,northeast_monsoon,0
Mirissa,2022,12,29.6,23.1,26.4,166.4,10,79.8,7.2,0.8037,dry_season,1
Mirissa,2023,1,30.6,23.6,27.1,48.1,6,74.0,8.5,0.9362,dry_season,1
Mirissa,2023,2,31.1,23.7,27.4,66.4,4,70.8,9.2,0.9347,dry_season,1
Mirissa,2023,3,31.8,24.7,28.2,111.2,7,76.0,8.6,0.8822,dry_season,1
Mirissa,2023,4,32.4,25.9,29.1,224.2,11,77.3,7.5,0.7586,dry_season,1
Mirissa,2023,5,31.3,26.0,28.6,302.0,16,82.0,6.2,0.6621,southwest_monsoon,0
Mirissa,2023,6,29.4,24.7,27.0,227.4,17,83.9,6.0,0.7242,southwest_monsoon,0
Mirissa,2023,7,30.1,25.0,27.6,107.8,10,84.9,7.0,0.8515,southwest_monsoon,0
Mirissa,2023,8,29.9,24.7,27.3,89.0,12,78.6,7.0,0.8683,southwest_monsoon,0
Mirissa,2023,9,30.1,24.6,27.4,154.7,17,81.8,6.2,0.793,southwest_monsoon,0
Mirissa,2023,10,29.5,23.9,26.7,294.6,12,79.9,6.9,0.6834,northeast_monsoon,0
Mirissa,2023,11,30.7,23.9,27.3,318.4,12,84.2,6.8,0.6601,northeast_monsoon,0
Mirissa,2023,12,30.9,23.8,27.4,151.2,9,76.7,7.6,0.8256,dry_season,1
Mirissa,2024,1,30.7,23.6,27.1,93.7,6,78.8,8.9,0.9041,dry_season,1
Mirissa,2024,2,31.3,23.8,27.6,69.3,4,73.9,9.4,0.9363,dry_season,1
Mirissa,2024,3,31.6,24.5,28.1,105.7,11,71.3,8.6,0.8871,dry_season,1
Mirissa,2024,4,31.5,25.4,28.4,251.0,13,75.4,7.5,0.7348,dry_season,1
Mirissa,2024,5,30.8,25.7,28.2,338.9,21,84.9,5.5,0.6145,southwest_monsoon,0
Mirissa,2024,6,29.8,25.0,27.4,256.8,19,86.8,6.3,0.7044,southwest_monsoon,0
Mirissa,2024,7,29.4,24.6,27.0,159.2,14,81.5,6.6,0.7974,southwest_monsoon,0
Mirissa,2024,8,29.7,24.6,27.1,101.1,11,80.9,6.7,0.8512,southwest_monsoon,0
Mirissa,2024,9,30.6,24.9,27.8,292.3,14,83.1,7.1,0.6897,southwest_monsoon,0
Mirissa,2024,10,29.4,23.8,26.6,315.6,20,81.2,6.0,0.6458,northeast_monsoon,0
Mirissa,2024,11,30.4,23.8,27.1,318.7,13,82.5,7.5,0.6746,northeast_monsoon,0
Mirissa,2024,12,30.7,23.7,27.2,141.0,10,76.5,8.1,0.8452,dry_season,1
Unawatuna,2015,1,30.1,23.1,26.6,73.9,7,78.6,9.1,0.9259,dry_season,1
Unawatuna,2015,2,30.6,23.3,27.0,59.0,4,74.2,9.2,0.9412,dry_season,1
Unawatuna,2015,3,31.5,24.3,27.9,135.1,9,77.4,8.3,0.8546,dry_season,1
Unawatuna,2015,4,31.5,25.3,28.4,208.3,15,80.8,7.3,0.7685,dry_season,1
Unawatuna,2015,5,29.9,25.1,27.5,395.0,18,86.8,5.6,0.5668,southwest_monsoon,0
Unawatuna,2015,6,29.1,24.5,26.8,227.7,15,83.7,6.1,0.726,southwest_monsoon,0
Unawatuna,2015,7,29.4,24.5,26.9,129.0,15,84.8,6.4,0.8201,southwest_monsoon,0
Unawatuna,2015,8,29.4,24.3,26.9,108.8,12,83.9,7.0,0.8507,southwest_monsoon,0
Unawatuna,2015,9,29.3,24.0,26.6,250.6,16,81.4,6.1,0.7057,southwest_monsoon,0
Unawatuna,2015,10,29.2,23.5,26.4,359.4,19,81.1,6.4,0.6153,northeast_monsoon,0
Unawatuna,2015,11,29.9,23.3,26.6,322.4,14,80.3,6.8,0.6566,northeast_monsoon,0
Unawatuna,2015,12,30.0,23.2,26.6,162.9,10,82.4,7.1,0.8047,dry_season,1
Unawatuna,2016,1,30.2,23.1,26.6,78.7,8,79.4,8.6,0.9111,dry_season,1
Unawatuna,2016,2,30.3,23.1,26.7,75.5,5,75.7,9.1,0.9245,dry_season,1
Unawatuna,2016,3,31.8,24.5,28.1,157.1,10,75.9,8.1,0.8309,dry_season,1
Unawatuna,2016,4,31.1,25.1,28.1,254.2,16,78.8,7.4,0.7298,dry_season,1
Unawatuna,2016,5,29.9,25.0,27.4,385.2,22,84.2,6.3,0.5902,southwest_monsoon,0
Unawatuna,2016,6,29.1,24.4,26.8,350.4,22,84.7,6.0,0.6148,southwest_monsoon,0
Unawatuna,2016,7,29.3,24.4,26.9,164.0,17,85.7,6.9,0.7995,southwest_monsoon,0
Unawatuna,2016,8,29.1,24.1,26.6,112.7,14,82.6,7.0,0.8472,southwest_monsoon,0
Unawatuna,2016,9,29.8,24.3,27.1,320.9,16,82.7,6.1,0.6432,southwest_monsoon,0
Unawatuna,2016,10,29.6,23.7,26.6,348.4,19,82.1,6.7,0.6314,northeast_monsoon,0
Unawatuna,2016,11,29.0,22.9,25.9,271.6,13,82.0,6.8,0.7017,northeast_monsoon,0
Unawatuna,2016,12,29.7,23.0,26.4,241.2,10,77.8,8.4,0.7624,dry_season,1
Unawatuna,2017,1,30.9,23.5,27.2,94.6,5,75.8,8.0,0.8843,dry_season,1
Unawatuna,2017,2,31.2,23.6,27.4,67.0,4,70.4,9.2,0.9341,dry_season,1
Unawatuna,2017,3,31.9,24.6,28.2,116.7,9,77.6,7.8,0.8605,dry_season,1
Unawatuna,2017,4,31.3,25.2,28.2,216.9,12,76.3,7.4,0.763,dry_season,1
Unawatuna,2017,5,30.2,25.3,27.8,391.3,18,81.0,6.3,0.5848,southwest_monsoon,0
Unawatuna,2017,6,29.5,24.7,27.1,181.6,20,82.1,6.0,0.7649,southwest_monsoon,0
Unawatuna,2017,7,29.1,24.3,26.7,141.0,13,82.6,6.9,0.8199,southwest_monsoon,0
Unawatuna,2017,8,28.6,23.9,26.2,111.5,12,83.0,7.5,0.8588,southwest_monsoon,0
Unawatuna,2017,9,29.7,24.3,27.0,248.5,17,83.5,6.2,0.7096,southwest_monsoon,0
Unawatuna,2017,10,29.7,23.8,26.8,299.0,18,80.9,6.7,0.6753,northeast_monsoon,0
Unawatuna,2017,11,30.2,23.5,26.9,276.2,14,76.5,6.5,0.6913,northeast_monsoon,0
Unawatuna,2017,12,30.2,23.3,26.8,123.4,8,77.8,7.3,0.844,dry_season,1
Unawatuna,2018,1,30.5,23.3,26.9,71.0,5,77.9,8.2,0.9095,dry_season,1
Unawatuna,2018,2,30.9,23.5,27.2,61.8,4,77.6,8.6,0.9261,dry_season,1
Unawatuna,2018,3,31.9,24.6,28.2,115.9,8,76.0,8.5,0.8759,dry_season,1
Unawatuna,2018,4,31.3,25.2,28.2,211.7,11,77.0,7.5,0.7697,dry_season,1
Unawatuna,2018,5,30.0,25.2,27.6,280.0,17,81.2,5.8,0.6732,southwest_monsoon,0
Unawatuna,2018,6,29.9,24.9,27.4,232.3,18,86.6,5.3,0.7051,southwest_monsoon,0
Unawatuna,2018,7,29.0,24.3,26.6,134.1,13,81.5,6.2,0.8113,southwest_monsoon,0
Unawatuna,2018,8,28.8,24.0,26.4,98.9,11,80.6,6.9,0.8574,southwest_monsoon,0
Unawatuna,2018,9,29.5,24.2,26.9,241.8,15,81.7,6.4,0.7198,southwest_monsoon,0
Unawatuna,2018,10,30.3,24.1,27.2,273.7,18,83.0,6.4,0.6914,northeast_monsoon,0
Unawatuna,2018,11,29.8,23.3,26.6,259.0,12,78.1,7.0,0.7171,northeast_monsoon,0
Unawatuna,2018,12,29.9,23.2,26.5,170.9,8,77.4,7.8,0.8123,dry_season,1
Unawatuna,2019,1,30.3,23.2,26.8,76.1,6,80.2,8.8,0.9176,dry_season,1
Unawatuna,2019,2,31.3,23.7,27.5,75.7,5,72.1,8.8,0.918,dry_season,1
Unawatuna,2019,3,31.4,24.3,27.9,145.3,8,75.3,8.8,0.8561,dry_season,1
Unawatuna,2019,4,31.2,25.2,28.2,202.3,13,78.6,7.6,0.7802,dry_season,1
Unawatuna,2019,5,30.3,25.3,27.8,353.0,19,82.3,6.2,0.6167,southwest_monsoon,0
Unawatuna,2019,6,29.3,24.6,27.0,270.3,19,87.0,6.4,0.6945,southwest_monsoon,0
Unawatuna,2019,7,28.7,24.1,26.4,146.4,12,82.5,6.2,0.8004,southwest_monsoon,0
Unawatuna,2019,8,29.9,24.5,27.2,129.9,10,82.6,7.0,0.8319,southwest_monsoon,0
Unawatuna,2019,9,29.7,24.3,27.0,269.1,15,82.9,5.8,0.6829,southwest_monsoon,0
Unawatuna,2019,10,29.9,23.9,26.9,264.1,18,83.7,6.3,0.6979,northeast_monsoon,0
Unawatuna,2019,11,30.1,23.4,26.8,332.8,13,79.2,6.5,0.641,northeast_monsoon,0
Unawatuna,2019,12,30.4,23.4,26.9,195.4,11,78.8,7.9,0.7926,dry_season,1
Unawatuna,2020,1,30.2,23.1,26.6,87.2,7,80.2,9.0,0.912,dry_season,1
Unawatuna,2020,2,30.8,23.4,27.1,82.6,6,73.5,8.5,0.9055,dry_season,1
Unawatuna,2020,3,30.9,24.1,27.5,149.9,9,73.0,8.7,0.8499,dry_season,1
Unawatuna,2020,4,31.2,25.1,28.1,256.0,16,78.9,7.6,0.7324,dry_season,1
Unawatuna,2020,5,31.1,25.7,28.4,426.3,17,82.5,6.1,0.5495,southwest_monsoon,0
Unawatuna,2020,6,29.4,24.6,27.0,309.1,18,85.3,6.0,0.6516,southwest_monsoon,0
Unawatuna,2020,7,29.5,24.5,27.0,181.0,17,84.1,6.8,0.7823,southwest_monsoon,0
Unawatuna,2020,8,29.5,24.3,26.9,142.8,13,81.5,6.5,0.8099,southwest_monsoon,0
Unawatuna,2020,9,29.7,24.2,26.9,322.0,14,82.2,6.2,0.6443,southwest_monsoon,0
Unawatuna,2020,10,30.0,23.9,26.9,406.4,19,79.4,6.4,0.5735,northeast_monsoon,0
Unawatuna,2020,11,29.9,23.3,26.6,298.0,18,78.8,7.4,0.6909,northeast_monsoon,0
Unawatuna,2020,12,29.7,23.0,26.4,176.3,12,78.4,7.6,0.8033,dry_season,1
Unawatuna,2021,1,30.0,23.0,26.5,97.3,7,75.8,8.5,0.8925,dry_season,1
Unawatuna,2021,2,30.9,23.4,27.1,66.2,6,77.6,8.3,0.9159,dry_season,1
Unawatuna,2021,3,31.2,24.2,27.7,113.5,9,76.7,8.5,0.8781,dry_season,1
Unawatuna,2021,4,31.2,25.1,28.1,245.8,14,76.9,7.8,0.7457,dry_season,1
Unawatuna,2021,5,30.8,25.5,28.1,445.0,16,83.5,7.1,0.5539,southwest_monsoon,0
Unawatuna,2021,6,28.6,24.2,26.4,264.7,22,83.5,5.7,0.6847,southwest_monsoon,0
Unawatuna,2021,7,28.4,23.9,26.1,129.2,15,79.9,5.9,0.8094,southwest_monsoon,0
Unawatuna,2021,8,29.2,24.2,26.7,83.5,14,83.7,6.8,0.8689,southwest_monsoon,0
Unawatuna,2021,9,29.1,23.9,26.5,250.4,17,80.3,6.4,0.7122,southwest_monsoon,0
Unawatuna,2021,10,29.7,23.8,26.8,231.0,16,83.3,6.1,0.7231,northeast_monsoon,0
Unawatuna,2021,11,29.6,23.2,26.4,246.6,15,79.8,6.4,0.7155,northeast_monsoon,0
Unawatuna,2021,12,29.6,23.0,26.3,150.4,9,77.8,7.9,0.8326,dry_season,1
Unawatuna,2022,1,31.5,23.8,27.6,62.6,7,75.6,7.9,0.9107,dry_season,1
Unawatuna,2022,2,31.0,23.5,27.2,55.1,5,76.6,8.8,0.9363,dry_season,1
Unawatuna,2022,3,32.0,24.7,28.4,103.3,6,74.4,8.1,0.8787,dry_season,1
Unawatuna,2022,4,31.8,25.5,28.6,234.2,12,77.6,7.3,0.7455,dry_season,1
